7,5,NaN,38,NaN,0.00054,0.00823,0.37905,3,56.986,1.178,113.01,22.19,3250
8,6,NaN,34,NaN,0.00038,0.00872,0.42845,4,74.123,0.83683,113.22,22.193,3620
9,7,NaN,36,NaN,0.00038,0.00453,0.2299,4,12.762,1.5708,113.33,22.29,3620
10,8,NaN,40,NaN,0.00097,0.00653,0.29141,4,38.811,0.24919,113.43,23.051,2830
11,9,NaN,40,NaN,0.00055,0.00639,0.26625,4,44.636,0.38469,113.44,23.018,2830
12,9,NaN,41,NaN,0.00025,0.00371,0.19106,4,32.317,0.79775,113.73,22.839,2840
31,24,NaN,70,NaN,0.00068,0.00459,0.00606,2,144.67,0.47532,112.31,23.011,1190
36,29,NaN,72,NaN,0.00012,0.00255,0.13125,3,66.257,0.7899,112.38,22.896,3990
39,31,NaN,39,NaN,0.00025,0.00337,0.15736,4,44.654,0.50328,112.88,22.731,3112
40,31,NaN,71,NaN,0.00066,0.00592,0.26789,4,52.815,1.3115,112.76,22.864,3143
41,31,NaN,73,NaN,0.0001,0.00181,0.12326,4,12.131,0.63324,112.75,22.602,3990
43,33,NaN,34,NaN,0.00049,0.00674,0.34126,4,36.02,1.4872,113.43,22.602,4416
44,34,NaN,35,NaN,0.00014,0.00335,0.16515,2,16.464,0.68133,113.5,22.394,3620
45,35,NaN,36,NaN,0.00011,0.00291,0.15267,4,25.577,0,113.45,22.348,3990
46,36,NaN,37,NaN,0.00018,0.00414,0.20312,4,25.047,1.035,113.27,22.444,3620
47,37,NaN,38,NaN,0.00013,0.00314,0.1449,4,17.543,0.81468,113.16,22.484,3250
48,37,NaN,39,NaN,0.00027,0.00262,0.11992,4,36.66,1.0559,113.14,22.685,2830
49,39,NaN,40,NaN,0.00059,0.0074,0.34382,4,37.153,0.91798,113.16,22.961,2830
50,39,NaN,73,NaN,0.00032,0.00621,0.34133,4,41.052,0.77468,112.92,22.699,3990
89,70,NaN,71,NaN,0.00038,0.00229,0.12558,4,25.084,1.2662,112.86,23.201,3143
90,71,NaN,72,NaN,0.00036,0.00492,0.23805,3,72.986,0.021859,112.5,23.101,3998
91,72,NaN,79,NaN,2e-05,0.00015,0.00525,4,31.007,0.10308,112.03,23.122,3998
