4,4,NaN,25,NaN,0.0007,0.0088,0.4153,4,128.74,-0.62549,110.48,22.13,700
5,5,NaN,26,NaN,0.00028,0.00652,0.33178,4,79.511,1.2029,109.93,20.605,1000
6,6,NaN,26,NaN,0.00097,0.00653,0.29141,4,49.684,-0.11737,110.29,21.1,800
7,7,NaN,27,NaN,0.0007,0.0088,0.4153,4,25.983,1.5298,111.96,21.95,400
34,25,NaN,26,NaN,0.00097,0.00653,0.29141,4,46.518,1.0181,112.1,22.395,455
35,25,NaN,27,NaN,0.00116,0.01628,0.7634,4,67.246,0.33777,112.19,22.258,400
36,27,NaN,28,NaN,0.00012,0.00301,0.1575,4,52.037,0.90593,112.39,22.808,720
37,27,NaN,29,NaN,0.00061,0.00854,0.43365,4,65.926,0.36036,112.63,22.418,400
38,28,NaN,30,NaN,0.00012,0.00301,0.1575,4,118.86,0.49788,112.8,22.547,720
39,29,NaN,33,NaN,0.00044,0.0062,0.31491,4,47.586,-0.44363,112.7,22.933,400
41,30,NaN,32,NaN,0.00036,0.00492,0.23805,4,31.588,-0.39141,112.44,23.05,720
43,30,NaN,62,NaN,2e-05,0.00015,0.00525,4,61.831,0.39958,113.26,23.28,720
47,32,NaN,33,NaN,0.00066,0.00592,0.26789,4,44.168,0.78348,113.12,22.387,400
